timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674428000834,5343,Open the site,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,288042,3113,6,6,null,1931,3,1399
1674428005657,753,Fahmy select his flight,200,OK,Thread Group 1-4,text,false,"Test failed: request data expected something using /

****** received  : [[[POST https://blazedemo.com/reserve.php

POST data:
fromPort=Boston&toPort=Rome

[no cookies]
]]]

****** comparison: [[[fromPort=&toPort=                                                                            ]]]

/	Test failed: request data expected something using /

****** received  : [[[POST https://blazedemo.com/reserve.php

POST data:
fromPort=Boston&toPort=Rome

[no cookies]
]]]

****** comparison: [[[
                                                                                            ]]]

/	",8244,5355,6,6,https://blazedemo.com/reserve.php,402,0,0
1674428005657,445,Fahmy select his flight-0,200,OK,Thread Group 1-4,text,true,,7325,852,6,6,https://blazedemo.com/reserve.php,402,0,0
1674428006108,163,Fahmy select his flight-1,304,Not Modified,Thread Group 1-4,,true,,215,885,6,6,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,0,0,0
1674428006112,298,Fahmy select his flight-2,304,Not Modified,Thread Group 1-4,,true,,176,903,6,6,https://blazedemo.com/assets/bootstrap.min.js,0,0,0
1674428006110,299,Fahmy select his flight-3,304,Not Modified,Thread Group 1-4,,true,,176,905,6,6,https://blazedemo.com/assets/bootstrap-table.js,0,0,0
1674428006109,280,Fahmy select his flight-4,304,Not Modified,Thread Group 1-4,,true,,177,905,6,6,https://blazedemo.com/assets/bootstrap.min.css,0,0,0
1674428006109,291,Fahmy select his flight-5,304,Not Modified,Thread Group 1-4,,true,,175,905,6,6,https://blazedemo.com/assets/bootstrap-table.css,0,0,0
1674428005412,753,Flight Selection,,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-4,,false,,8244,5355,6,6,null,402,253,0
1674428000324,6205,https://blazedemo.com/index.php,200,OK,Thread Group 1-1,text,true,,288042,3113,6,6,https://blazedemo.com/index.php,2367,0,1905
1674428000324,2372,https://blazedemo.com/index.php-0,200,OK,Thread Group 1-1,text,true,,4757,503,6,6,https://blazedemo.com/index.php,2367,0,1905
1674428002813,2123,https://blazedemo.com/index.php-1,200,OK,Thread Group 1-1,text,true,,83982,536,6,6,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,883,0,454
1674428002822,1631,https://blazedemo.com/index.php-2,200,OK,Thread Group 1-1,text,true,,28981,517,6,6,https://blazedemo.com/assets/bootstrap.min.js,1141,0,562
1674428002818,842,https://blazedemo.com/index.php-3,200,OK,Thread Group 1-1,text,true,,39488,519,6,6,https://blazedemo.com/assets/bootstrap-table.js,311,0,0
1674428002829,3700,https://blazedemo.com/index.php-4,200,OK,Thread Group 1-1,text,true,,126767,518,6,6,https://blazedemo.com/assets/bootstrap.min.css,3114,0,2807
1674428002826,1953,https://blazedemo.com/index.php-5,200,OK,Thread Group 1-1,text,true,,4067,520,6,6,https://blazedemo.com/assets/bootstrap-table.css,1953,0,1326
1674428000202,6205,Open the site,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,288042,3113,6,6,null,2367,125,1905
1674428001006,5637,https://blazedemo.com/index.php,200,OK,Thread Group 1-6,text,true,,288042,3113,6,6,https://blazedemo.com/index.php,1715,0,1232
1674428001006,1722,https://blazedemo.com/index.php-0,200,OK,Thread Group 1-6,text,true,,4757,503,6,6,https://blazedemo.com/index.php,1715,0,1232
1674428002809,3834,https://blazedemo.com/index.php-1,200,OK,Thread Group 1-6,text,true,,83982,536,6,6,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,3455,0,3103
1674428002827,2651,https://blazedemo.com/index.php-2,200,OK,Thread Group 1-6,text,true,,28981,517,6,6,https://blazedemo.com/assets/bootstrap.min.js,1961,0,1436
1674428002818,820,https://blazedemo.com/index.php-3,200,OK,Thread Group 1-6,text,true,,39488,519,6,6,https://blazedemo.com/assets/bootstrap-table.js,301,0,0
1674428002821,2974,https://blazedemo.com/index.php-4,200,OK,Thread Group 1-6,text,true,,126767,518,6,6,https://blazedemo.com/assets/bootstrap.min.css,1162,0,580
1674428002825,1952,https://blazedemo.com/index.php-5,200,OK,Thread Group 1-6,text,true,,4067,520,6,6,https://blazedemo.com/assets/bootstrap-table.css,1952,0,1327
1674428001002,5637,Open the site,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,288042,3113,6,6,null,1715,6,1232
1674428006293,575,Mostafa select his flight,200,OK,Thread Group 1-5,text,false,"Test failed: request data expected something using /

****** received  : [[[POST https://blazedemo.com/reserve.php

POST data:
fromPort=Boston&toPort=Rome

[no cookies]
]]]

****** comparison: [[[fromPort=&toPort=                                                                            ]]]

/	Test failed: request data expected something using /

****** received  : [[[POST https://blazedemo.com/reserve.php

POST data:
fromPort=Boston&toPort=Rome

[no cookies]
]]]

****** comparison: [[[
                                                                                            ]]]

/	",8244,5355,6,6,https://blazedemo.com/reserve.php,348,0,0
1674428006293,360,Mostafa select his flight-0,200,OK,Thread Group 1-5,text,true,,7325,852,6,6,https://blazedemo.com/reserve.php,348,0,0
1674428006658,71,Mostafa select his flight-1,304,Not Modified,Thread Group 1-5,,true,,215,885,6,6,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,0,0,0
1674428006661,200,Mostafa select his flight-2,304,Not Modified,Thread Group 1-5,,true,,176,903,6,6,https://blazedemo.com/assets/bootstrap.min.js,0,0,0
1674428006660,207,Mostafa select his flight-3,304,Not Modified,Thread Group 1-5,,true,,176,905,6,6,https://blazedemo.com/assets/bootstrap-table.js,0,0,0
1674428006659,209,Mostafa select his flight-4,304,Not Modified,Thread Group 1-5,,true,,177,905,6,6,https://blazedemo.com/assets/bootstrap.min.css,0,0,0
1674428006659,202,Mostafa select his flight-5,304,Not Modified,Thread Group 1-5,,true,,175,905,6,6,https://blazedemo.com/assets/bootstrap-table.css,0,0,0
1674428006180,575,Flight Selection,,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-5,,false,,8244,5355,6,6,null,348,114,0
